cid,text,author,time,votes,replies,sentiment,pos_score,neg_score,neu_score,compound_score,text_length
UgwWmJB3VyDQHQqDwrB4AaABAg,"SEMOGA YANG NONTON SEHAT, PANJANG UMUR,BANYAK REJEKI LANCAR USAHANYA❤AMIN",@Kampungku-o2x,1 hari yang lalu,17,,Netral,0.0,0.0,1.0,0.0,73
UgxZe-5s5C8d4CI_KyB4AaABAg,"Alhamdulillah makasih ya om ded, rezeki lancar hari ini berkat 𝐃𝐎𝐑𝐀𝟕𝟕",@Nikolaijames-f5u5w,1 hari yang lalu,964,7.0,Netral,0.0,0.0,1.0,0.0,69
UgyDcCW4XAyhR6_bHrB4AaABAg,Saya terharu banget...Semoga makin sukses ya Timoty..,@eduforall8292,7 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,53
UgyicpPSSeQpErWV5ml4AaABAg,"Oke udah sampe disini..
Berarti dia menang di game ini.. 😂👏",@Ryuuk0002,1 hari yang lalu,8,,Netral,0.0,0.0,1.0,0.0,59
Ugz0wc21g_TEAGX8hi54AaABAg,"Ingat bangat gw dulu punya utang 150jt. Berkat nonton video bro timoti 2 tahun lalu, hidup saya berubah. Utang udah lunas dan sekarang jadi bos ayam potong",@bangmoki3991,22 jam yang lalu,17,1.0,Netral,0.0,0.0,1.0,0.0,155
UgxqK94W2zr28IH4P6B4AaABAg,"yg keliatan sombong justru dedie bilang apa yang diungkapkan timothy biasa asa , padahal sepanjang percakapan dia belajar penjelasan yang lebih dalam dari timothy .",@SmartThink-v2z,1 hari yang lalu,12,5.0,Netral,0.0,0.0,1.0,0.0,164
Ugwcqemn0MUm42LypDR4AaABAg,"Menurut saya ncek  timoti ronald ini ,bukan hanya pintar ,tapi dia sudah sampai di level bijaksana ,beliau juga punya banyak informasi yg tidak kita ketahui ,semoga usaha beliau mencoba mencerdaskan bangsa ini ,slalu di beri jalan",@Masbayuq3,16 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,230
UgxHH3u6XlP9_HrkCcJ4AaABAg,Undang pak Fadli Zon bahas pernyataannya tentang tidak ada peristiwa pemerkosaan dan pelecehan seksual di 1998,@SariAnggraeni-km9iu,1 hari yang lalu,21,4.0,Netral,0.0,0.0,1.0,0.0,110
UgzJJK6CURVlQN4vl4d4AaABAg,Beda banget yaaa..host yg cari AdSense(podcast pebasket) Vs Host yang edukasi (close the door) 😂😂😂😂,@AriePEPC,19 jam yang lalu,5,1.0,Netral,0.0,0.0,1.0,0.0,99
UgxievUEyNoZQy6S1mN4AaABAg,"Anda akan jadi legenda Indonesia mas , saya yakin , jangan nyerah mas , saya sepemikiran sama timothy tetapi apa daya tidak punya kekuatan untuk mewujudkan impian ini mas. Bangun Semua pendidikan total mas.😊",@atokmaster5163,1 hari yang lalu,14,1.0,Netral,0.0,0.0,1.0,0.0,207
Ugx0VryBke62oNQVsut4AaABAg,"Mantap dan puas nonton ini, senang dan merinding karena Om Dedy  dan Timothy benar benar sepaket / sama pintar nya. Jadi mudah di pahami.
Bangga dan tetaplah rendah hati.Semoga impianmu terwujud.Amin",@rennasitumorang3783,5 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,199
Ugzow0d0l90a7-IVUpV4AaABAg,19:39 Saudara sepupu dua kali ku terobsesi dengan ini. Mempelajari bitcoin&investasi dll. Pernah kuliah jurusan pendidikan keluar dan ambil lagi jurusan mnajemen bisnis. Baru smtr 2 ambyar (gangguan mental). Bulan lalu kami kirim paksa ke RSJ Menur. Sudah agak mendingan krn mau minum obat. Td pagi sy ajak ngobrol ternyata obsesi ttg bitcoin&investasi masih sangat tinggi. Memang benar obsesi ttg sesuatu harus dipahami dlu dasar2nya.,@dwf_CSD,1 hari yang lalu,22,2.0,Netral,0.0,0.0,1.0,0.0,435
UgxqR-4-w3edCSAFSI54AaABAg,"Saya asal NTT dan sudah puluhan tahun jd org Sunda di Bandung, dan ada 1 hal yg saya lihat, banyak di NTT anak2 tamatan SMA dari kampung dengan keluarga tdk mampu, tp mereka semua memaksakan diri untuk kuliah...saya lihat bahkan untuk makan saja mereka hanya habiskan 5k-10k sehari untuk biaya makan saking ""miskin""nya. Jadi tolong jgn tll di generalisasi kalimat ""Uang 20rb mending beli rokok drpd bayar uang sekolah"", krn masih ada ribuan orgtua yg lbh mementingkan sekolah anaknya di atas apapun apalagi rokok!",@mrj4763,1 hari yang lalu,74,21.0,Netral,0.0,0.0,1.0,0.0,513
UgwROSm4655zcomMBQR4AaABAg.AJTDuizmjPMAJTHj2tA8fe,"di sini sopan, kalau sudah di rumah/ channel nya balik lagi dengan kata2 mutiaranya",@prokontra6827,1 hari yang lalu,4,,Netral,0.0,0.0,1.0,0.0,83
UgwROSm4655zcomMBQR4AaABAg.AJTDuizmjPMAJTK0hysL9V,"Harus keras bro, biar kebentuk",@Hahahehe-o9x,1 hari yang lalu,3,,Netral,0.0,0.0,1.0,0.0,30
UgwROSm4655zcomMBQR4AaABAg.AJTDuizmjPMAJUAXvxKE21,"🤔btw, siapa sih penemu ""creator-ancestor"" krypto; blockchain, bitcoin.....🙂serta tujuan dibaliknya??",@tajammerahsabungaraiproduc4034,17 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,100
Ugw4DPc-KR8mMfKnS-h4AaABAg.AJSoIkef9GPAJSrNIRQ17p,"1 pakai buzzers 

1 lagi pakai penipuan bitcoin",@satriasatrio8672,1 hari yang lalu,3,,Netral,0.0,0.0,1.0,0.0,47
Ugw4DPc-KR8mMfKnS-h4AaABAg.AJSoIkef9GPAJT1kUyFsW-,"​ @satriasatrio8672 

yaelahhh😑😑

masih juga...",@massudistira1636,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,47
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSoNN5Uj2o,Cleaning ac area tabanan spill tarif nya,@hafidansori,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,40
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSoiV9zclx,Semangat omm❤,@myBhroisRR,1 hari yang lalu (diedit),1,,Netral,0.0,0.0,1.0,0.0,13
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSp6cd3Fjr,Ac? Akademi kripto? 😂,@hyolucifer5205,1 hari yang lalu,2,,Netral,0.0,0.0,1.0,0.0,21
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSpLDYimSK,"Tarok medianya bg, atau no hp",@ridhomaulana1644,1 hari yang lalu,0,,Negatif,0.0,0.306,0.694,-0.296,29
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSqaFfizUz,Ada wa??,@RudyHartono-m6h,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,8
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSr4rOagn_,​ @hyolucifer5205  ngelawak? Lucu bet,@derylgliths,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,37
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSrFb3Dpbb,Cuma bisa bantu up bang,@dhannywhitechanel5395,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,23
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSsxyWk7Zr,Biaya cuci ac berapa mas,@lancelotbali6856,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,24
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJStxD3C_pT,good luck semoga makin dikenal jasanya,@amoins-v3s,1 hari yang lalu,1,,Positif,0.596,0.0,0.404,0.7096,38
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSuemuA6jY,Semnagat bro sebarin komenya,@AzamZanuar-o8e,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,28
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSuiHouG-c,wa om,@unsursakral2728,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,5
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSwvfl3Hi0,Up viral kan salam dr Jawa Tengah,@ummalfinaditya3708,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,33
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJSz9j95R1U,Bekasi bisa bang ?,@alexsalasibrahim6889,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJT-RDoBNCW,​ @derylgliths 😁😁😁😁,@Laksana_Teknik,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,19
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJT-XNUoT8-,Mantap bro,@aprian3713,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,10
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJT3Ba8YHjp,Ini bener ni.😅😅,@dominic2143,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,15
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJT3Cr9zuGp,"​ @ummalfinaditya3708 Suwun mba,salam dari jawa Tengah juga 😁🙏",@Laksana_Teknik,1 hari yang lalu,1,,Netral,0.0,0.0,1.0,0.0,62
Ugzrf6afAdoFZSCpc5p4AaABAg.AJSmTTLOofPAJTBBerM8re,up yang butuh jasa kawan 2,@imhuman7392,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,26
UgxZe-5s5C8d4CI_KyB4AaABAg.AJSlmfTkteYAJT0OFAPBgf,ngeselin nih yg kek gini,@francogerial,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,24
UgxZe-5s5C8d4CI_KyB4AaABAg.AJSlmfTkteYAJT0X9mlYdx,hama,@wijayaadiputra-l5b,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,4
UgxZe-5s5C8d4CI_KyB4AaABAg.AJSlmfTkteYAJT0eXf6Q0_,ga jelas banget lu,@hizkiarelopi,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
UgxZe-5s5C8d4CI_KyB4AaABAg.AJSlmfTkteYAJT0jMK_j8V,maksudnya,@Boomcakabum,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,9
UgxZe-5s5C8d4CI_KyB4AaABAg.AJSlmfTkteYAJT0oCYFurN,udh cukup jangan promosi judol bg,@gerrynikol-f8g8y,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,33
UgxZe-5s5C8d4CI_KyB4AaABAg.AJSlmfTkteYAJTEqQ21WrC,hama hama,@firstiandhafa295,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,9
Ugz0wc21g_TEAGX8hi54AaABAg.AJTcVsjmP37AJThmEbVqjz,boong,@BengkelService-xd4kr,21 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,5
UgxqK94W2zr28IH4P6B4AaABAg.AJTLUwUXuIZAJTSJk_q0QS,Mulai lagi dehhh..,@yanieka9156,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
UgxqK94W2zr28IH4P6B4AaABAg.AJTLUwUXuIZAJTUv7rriio,"Bener,, arogan Dy,,, Dy merasa pinter dr timoty 😁",@rahasiabree8954,23 jam yang lalu,2,,Netral,0.0,0.0,1.0,0.0,49
UgxqK94W2zr28IH4P6B4AaABAg.AJTLUwUXuIZAJTbqkT5kIf,"Apasih SDM rendah 😂, mereka saling mengosongkan gelas brooo",@bramerlambang2436,22 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,59
UgxqK94W2zr28IH4P6B4AaABAg.AJTLUwUXuIZAJTo1TAww3k,Nickname smart tp otak zonk😂,@annandadavid9080,20 jam yang lalu,0,,Positif,0.403,0.0,0.597,0.4019,28
UgxqK94W2zr28IH4P6B4AaABAg.AJTLUwUXuIZAJTr-kfgvQT,Nah ini yg barusan di bahas di podcast ini langsung muncul,@m.murfanferari4174,20 jam yang lalu,0,,Negatif,0.0,0.123,0.877,-0.1027,58
UgxHH3u6XlP9_HrkCcJ4AaABAg.AJT9AVy2wr7AJTWX9P3oMR,UP,@stone6326,23 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,2
UgxHH3u6XlP9_HrkCcJ4AaABAg.AJT9AVy2wr7AJTWXj3AKrz,UP,@stone6326,23 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,2
UgxHH3u6XlP9_HrkCcJ4AaABAg.AJT9AVy2wr7AJTWYlEkHtm,UP,@stone6326,23 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,2
UgxHH3u6XlP9_HrkCcJ4AaABAg.AJT9AVy2wr7AJTt_dU1nyv,mslh ap yaa d thn 98,@sanestiangtoptop,19 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,20
UgzJJK6CURVlQN4vl4d4AaABAg.AJTv-DvHdxxAJV7hfiU7id,Terus lu bisa bikin podcast ga..?,@LukmanSardi-p2u,8 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,33
UgxievUEyNoZQy6S1mN4AaABAg.AJT8fgc2YTlAJTFh-yyyt1,"Apakah anda tipe malas seperti yg dikatakan timoty, ayo semangat bg",@anaksantri7199,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,67
Ugzow0d0l90a7-IVUpV4AaABAg.AJT-teUXvZpAJVcIgxngsp,apakah beneran 😱😱😱,@rajalelang1901,3 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,18
Ugzow0d0l90a7-IVUpV4AaABAg.AJT-teUXvZpAJVkKnrPDV8,"sampai segitunya obsesi? memang benar belajar/pendidikan itu penting banget. salah satunya kuliah, harus banyak baca buku di perpustakaan untuk memperluas wawasan dan sudut pandang. harus sharing juga sama temen² mahasiswa, sharing sama dosen dll. ilmu yang sebenernya bisa diperoleh darimana saja dan dari siapa saja. mau menyimak thymoti juga bukan tanpa modal ilmu pengetahuan sama sekali. teori yang selalu dipakai di investasi sampai sekarangpun ya itu potensi return yang tinggi potensi los nya itu tinggi. makanya butuh portofolio, butuh diversifikasi. mau sekecil apapun jumlah uangnya masing² punya kapasitasnya, tidak perlu memaksakan diri harus satu level dengan thymoti. ambil ilmunya yang baik². yang buruk²nya ya tidak perlu diikuti.",@tabiinunikal4610,2 jam yang lalu,0,,Positif,0.051,0.0,0.949,0.6808,747
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTCkfLwuQp,"ya, percayalah pendidikan itu sangat penting",@pesugihanunik,1 hari yang lalu,4,,Netral,0.0,0.0,1.0,0.0,44
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTJnYnoMwr,"Beda konsep, gamasuk ke konsep timoty",@syahrul-135,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,37
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTL98TCknL,"Dia bilang ada yang begitu, bukan semua orang NTT",@Ferta1990,1 hari yang lalu,9,,Netral,0.0,0.0,1.0,0.0,49
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTOgnbQq3t,"Dia tidak menggeneralisasi atau menyamaratakan ucapan semua orangtua seperti itu, itu hanya ucapan dari seseorang atau bbrpa orang sebagai CONTOH atau simbol beberapa orgtua yg otaknya masih KOLOT tentang pentingnya pendidikan anak bagi masa depan mereka.",@ianridsfx4701,1 hari yang lalu,1,,Netral,0.0,0.0,1.0,0.0,255
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTPNIDtI8o,"itu hasil dia random sampling bg, tidak mengeneralisasi",@Dikisusanto11,1 hari yang lalu,4,,Netral,0.0,0.0,1.0,0.0,55
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTRrvPT71v,Dia gak bilang smua.example ada...ada yang begitu..niat nya baik lo bangun sekolah,@Aundymommy,1 hari yang lalu,3,,Netral,0.0,0.0,1.0,0.0,82
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJT_RmS-R95,"Disimak lagi pak penjelasannya, di gak bilang semua. Tapi “ADA”.",@tikaserlinavani,22 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,64
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTa45nXjGK,"Ya bro, gw banyak kawan kuliah dari ntt, mereka berjuang di jakarta.",@kawaii_muslimah8162,22 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,68
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTc31H0tf1,"NTT itu besar, dia tdk bilang semua NTT . Tp daerah pedalaman sy percaya apa yg dibilang timoty krn suami sy pernah keliling NTT.",@iinn1871,22 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,129
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTfe76LGjE,"Kan Timothy bilang tidak semua orang NTT,ada beberapa orang tua katanya",@Niagale-m4g,21 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,71
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTmrWkMqyI,Team nya TR Gede. 40 orang megang bbrp akun. Diluar team dia yg lainnya jumlah total bisa ribuan orang. Kekuatannya bisa bikin trending topic dan kasih2 komen ?,@DB-pl3qh,20 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,160
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTpB7BgxU-,Heunceut berem😅,@rizalnurmajid6345,20 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,15
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTpO3E1LRk,​ @Ferta1990 Cerdas bang🎉,@marselumbhu4664,20 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,25
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJTqwxDc_Vw,"dia ga cerita semua orang disana..cuman cerita ada orang yg begitu, saya pun ngalamin ibunya pilih beli emas daripada bayar anaknya kuliah, ada juga anak yg lebih minta dibelikan motor daripada untuk bayar kuliah..",@linnalimaksana1621,20 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,214
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJU62gialyR,Lokernya butuh persyaratan SMA tapi yang lamar kerja S1,@Lacoz14,18 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,55
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJUHajhV6Dc,"Silakan kalian simak lagi kata2nya (menit 37.15) : ""...ketika saya tanya beberapa orangtua, jawabnya 'Ah saya mending beli rokok drpd bayar itu', ITULAH NTT!"" Jadi sangat jelas menurut dia ""BEGITULAH NTT""!
Kedua, mengenai 20 anak yg cita2nya ingin menjadi ""pemuka agama"" (pasti maksudnya jd pendeta krn di sana Kristen itu mayoritas 95% bahkan di bbrp wilayah 99%). Menurut saya itu hanya kasuistis lokal anak sekolah di situ saja krn mungkin akses ke dunia luar terbatas, dan kebetulan mungkin ada pemuka agama yg dikagumi oleh mereka jd ketika ditanya ya itu kau jd pendeta cita2nya krn hanya itu yg mereka kagumi pada saat itu! Kalo saya lihat mayoritas orang NTT itu cita2nya jadi ASN / PNS, krn sedikit pilihan jd profesional! Dan kl dilihat kata2nya ""sekolah tdk punya toilet dan kl buang air ke semak2"", itu menunjuk pada daerah yg benar2 terpencil, kurang dari 10% wilayah NTT yg masih spt itu, sisanya sdh cukup maju ya, jgn salah paham, krn NTT itu punya 1194 PULAU dan lebih 10 SUKU yg hidup di sana dgn pulau2 utama spt TIMOR, FLORES, SUMBA, ALOR, LEMBATA, SABU, ROTE, dll.",@mrj4763,16 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,1085
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJUN1GxUab4,Mendengar kan podcast harus dengan pikiran jernih dan hati yg tidak d penuhi emosi atau kebencian,@TUKBEJIDEPOK,15 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,97
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJUUdpTbzHa,"""kebetulan kejadiannya di NTT"", bukan berarti ""semua org NTT"" lebih milih roko daripada sekolah anak, jd ambil positifnya saja bijaklah dalam bersosmed",@buattumbal6535,14 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,151
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJUlJeWcePP,Kan,@syariffudienshoffan6355,11 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,3
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJVEjk5OQcx,"Perasaan gak generalisasi deh. Tapi. Emang banyaakk, gue kerja di desa NTT, udah 11 kali lahiran, disuruh steril gak mau, ditanya nanti makan gmn, sekolahin gmn, gak mau tau, pokonyaa lahiran terus",@intantulle841,7 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,197
UgxqR-4-w3edCSAFSI54AaABAg.AJT5sTfrdjUAJVZ5uAzHeH,"Komen Asal NTT😅😅 coba 20.000 bagi 30 
Dia bilang 20.000 per bulan😂😂
Sehari tidak sampai 1000 untuk pendidikan
Ini contoh komen yg di maksud timothy",@muhadnanadnan5014,4 jam yang lalu (diedit),0,,Netral,0.0,0.0,1.0,0.0,147
UgwTIDGlLoCkhLI8OYt4AaABAg,"44:43 gw sekolah di Tangerang dari smp-sma setiap guru nyuruh bertanya malah kaga ada yang nanya😂 dan juga kalau ada yang bertanya temen kelas malah anggap aneh dll, dan ujung-ujungnya saat disuruh ngerjain tugas nyontek google 🤡",@elviraaa_a,1 hari yang lalu,8,1.0,Netral,0.0,0.0,1.0,0.0,229
UgwC2G2CbOEqmWJYF7d4AaABAg,waw.. ini obrolan daging banget.. thank you timothy and om dedd... GBU,@eleazar.soetopo,6 jam yang lalu,1,,Positif,0.185,0.0,0.815,0.3612,70
Ugy0p-KVAUUUYlTzqe54AaABAg,orang kata timothy juga mau kaya tuh mudah langsung aja ke 𝐃𝐎𝐑𝐀𝟕𝟕,@KevinHudson-j4j,1 hari yang lalu,"3,7 rb",6.0,Netral,0.0,0.0,1.0,0.0,65
UgyqGYgoJ4M94jkLbe94AaABAg,Senang banget bisa dapet rezeki hari ini dari 𝐃𝐎𝐑𝐀𝟕𝟕,@davidcarlos-i4b,1 hari yang lalu,979,7.0,Netral,0.0,0.0,1.0,0.0,52
Ugw14GQv2QsH5Ig5rwR4AaABAg,Kellas di sini ngomongnya dari pada di sumargo😂😂😂😂😂,@darmaindraprasetyo6689,18 jam yang lalu,17,3.0,Netral,0.0,0.0,1.0,0.0,51
UgyRgUDBZvw_e_ND90V4AaABAg,"Yang menyadarkan diri "" lo tu arogan pada diri lo sendiri , itu yang menghambat loe berkembang "" the best",@batikashop8006,9 jam yang lalu,0,,Positif,0.208,0.0,0.792,0.6369,105
UgwHQgtzlSqGOuyvJn14AaABAg,"Ini komentarnya bagus dan mendukung sekali ini, udah siap menuju Indonesia emas 2450",@AsepKentaki,1 hari yang lalu,13,1.0,Netral,0.0,0.0,1.0,0.0,84
UgyRtfRe8_tq2_9RUnB4AaABAg,"OM DED !!!l..TOLONG UNDANG ABG2 PENGAMEN TUNANETRA YG DISERET SATPOL PP SAAT RAZIA DI SIANTAR.DIA ITU MANTAN ATLIT RENANG OM DEDD.
BANTU UP DONG TEMAN2 AGAR DILIHAT OM DEDY☝️",@Salamsehat789,1 hari yang lalu (diedit),75,26.0,Netral,0.0,0.0,1.0,0.0,174
UgwBiBWwbIcEiSXcVXF4AaABAg,Undang Gibran ✔️,@candrasusetyo6430,1 hari yang lalu,37,7.0,Netral,0.0,0.0,1.0,0.0,16
Ugzc3RBOBE-yXp85oL94AaABAg,Enak banget liat obrolan orang cerdas.. Bikin naik pemikiran,@m.virqihaikal7871,7 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,60
Ugz0C51aXJbCDf1rQyF4AaABAg,Harus nya banyak anak muda kaya gini,@hendradipayana7391,1 hari yang lalu,17,7.0,Netral,0.0,0.0,1.0,0.0,36
Ugz_Slvy6L3iJCJ8c7V4AaABAg,"37:29 saranku buat ncek, coba ngobrol sama ust Felix masalah ini, nanti dia breakdown mengapa yang kelihatan agamis kok 'nggak maju', nanti akan terbuka semua kesalahpahaman tentang agama dan kemajuan.",@umar_thalib,1 hari yang lalu,14,2.0,Netral,0.0,0.0,1.0,0.0,201
UgwqGUw0oxDGmA0t2yp4AaABAg,Pemuda inspirasi saya untuk kaya raya😂,@mbakalifa,1 hari yang lalu,8,5.0,Netral,0.0,0.0,1.0,0.0,38
UgxhZgqnK76e_lSlpi54AaABAg,"Mas timothy ini punya ambisi yang kuat buat ngebenahin indonesia,kayaknya dia butuh banget bantuan sekecil apapun dari orang” yang besar kayak om ded ini ya,memang klo sendiri lebih fleksibel tapi kalo punya tim itu pasti bisa kasih impact yang jauh lebih besar,semangat terus mas timothy semoga panjang umur buat ngebenahin indonesia💪🇮🇩",@siocongreal4120,6 jam yang lalu,0,,Netral,0.0,0.0,1.0,0.0,337
UgzQEPhZzLkZmgK-__Z4AaABAg,Next undang Raymond chin om ded,@archangel8830,1 hari yang lalu,7,,Netral,0.0,0.0,1.0,0.0,31
Ugy4oMhPjJCj4lnf-fx4AaABAg,Teruskan bro Timothy perjuangan untuk meng edukasi bangsa ini,@muhammadsigit4041,1 hari yang lalu,6,,Netral,0.0,0.0,1.0,0.0,61
UgwtwJas46FzJHIoPWF4AaABAg,Keliatan bgt lo ded ga mao kalah nya.. hadeeeh😂😂😂,@ompol9234,9 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,49
Ugykf396ot7voQm_RXp4AaABAg,Mantab ini seimbang sama pinternya kalau sama densu kocak gak seimbang😂😂😂😂,@azkayraprasetyo8998,23 jam yang lalu,32,2.0,Netral,0.0,0.0,1.0,0.0,74
UgyUN6pdz89gZy1XeWJ4AaABAg,The best❤❤❤,@HamzahAuli,1 hari yang lalu,16,,Netral,0.0,0.0,1.0,0.0,11
UgxwOX1iN6s5S4ihgMp4AaABAg,Aku sebagai Tkw Hongkong   mengikuti koko... Timothy..sdh hampair 1 th . Dan aku setiap gajian.. beli btc 50%dr gajiku sekarang 😅😅 untung banyak thanks koko....enak nya lagi .di Hongkong ada Atm bitcoin bisa jg beli di Atm atau tarik tunai jg di Atmnya 😅😅,@larazthatiiechanel79,22 jam yang lalu,10,4.0,Positif,0.066,0.0,0.934,0.4404,255
UgwTIDGlLoCkhLI8OYt4AaABAg.AJTKXMsiCV7AJTdDPe2ALG,"betul, bhkan hampir disetiap daerah seperti itu, bro ini pendidikan saja dri tenaga kerjanya sudah rusak, dan masih aja org yg ngebelain bahwa seolah smua baik2 saja",@Gokgokgok77,22 jam yang lalu,1,,Netral,0.0,0.0,1.0,0.0,165
Ugy0p-KVAUUUYlTzqe54AaABAg.AJSt8in-IONAJSyJMhjuOL,emang iya,@DewaDora12,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,9
Ugy0p-KVAUUUYlTzqe54AaABAg.AJSt8in-IONAJT0AZ1ZIGT,masa sih,@JohnSmith-l9q3y,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,8
Ugy0p-KVAUUUYlTzqe54AaABAg.AJSt8in-IONAJT78FL9UKX,Receh,@AbdiPrayogi-b1f,1 hari yang lalu,0,,Netral,0.0,0.0,1.0,0.0,5
Ugy0p-KVAUUUYlTzqe54AaABAg.AJSt8in-IONAJT8te4nSHT,stress lu,@laksanawira8095,1 hari yang lalu,0,,Negatif,0.0,0.737,0.263,-0.4215,9
